ID,Mã Tài Xế,Họ và Tên,Số Điện Thoại,Bằng Lái,Địa Bàn,Tuyến Chính,Trạng Thái,Biển Số Xe,Lương Cơ Bản,Đơn Giá Km,Số Chuyến Đăng Ký,Số Chuyến Hoàn Thành,Số Chuyến Đang Chạy,Tổng Km Đã Đi,Lương Chuyến Đi,Tổng Lương Thực Nhận
752,TX-4964-752,"Huỳnh Quang Dũng",0955197424,E-85926,"Bến xe Liên tỉnh Đà Lạt","TP. Hồ Chí Minh ➔ Đà Lạt",AVAILABLE,51B-107.52,5000000,2000,2,1,1,310,620000,5620000
875,TX-7233-875,"Huỳnh Quang Dũng",0991768978,E-31183,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Cần Thơ",AVAILABLE,79B-108.75,5000000,2000,0,0,0,0,0,5000000
344,TX-2866-344,"Huỳnh Quang Hải",0911975377,E-92296,"Bến xe Vũng Tàu","Đà Nẵng ➔ Vũng Tàu",ON_TRIP,51B-103.44,5000000,2000,1,0,1,0,0,5000000
335,TX-1866-335,"Huỳnh Quang Long",0911521506,E-17054,"Bến xe Phan Thiết","TP. Hồ Chí Minh ➔ Phan Thiết",AVAILABLE,86B-103.35,5000000,2000,0,0,0,0,0,5000000
157,TX-2248-157,"Huỳnh Quang Phong",0948127841,E-47935,"Hà Nội","ALL",ON_TRIP,43B-101.57,5000000,2000,1,0,1,0,0,5000000
988,TX-8378-988,"Huỳnh Quang Phong",0964473514,E-60252,"Cần Thơ","Cần Thơ ➔ Hà Nội",ON_TRIP,65B-109.88,5000000,2000,2,0,2,0,0,5000000
315,TX-9690-315,"Huỳnh Quang Phong",0998078968,E-64052,"Cần Thơ","Cần Thơ ➔ Hà Nội",ON_TRIP,79B-103.15,5000000,2000,3,0,3,0,0,5000000
419,TX-1052-419,"Huỳnh Quang Phong",0928180250,E-32279,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Đà Lạt",AVAILABLE,79B-104.19,5000000,2000,0,0,0,0,0,5000000
328,TX-1142-328,"Huỳnh Quang Quang",0984554394,E-59488,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Hà Nội",ON_TRIP,51B-103.28,5000000,2000,1,0,1,0,0,5000000
516,TX-1791-516,"Huỳnh Quang Quang",0938823788,E-51948,"Bến xe phía Nam Nha Trang","Cần Thơ ➔ Nha Trang",AVAILABLE,65B-105.16,5000000,2000,2,0,2,0,0,5000000
21,TX-8059-21,"Huỳnh Quang Sơn",0972354018,E-80185,"Bến xe Phan Thiết","Phan Thiết ➔ Cần Thơ",ON_TRIP,43B-100.21,5000000,2000,0,0,0,0,0,5000000
607,TX-0923-607,"Huỳnh Quang Sơn",0937568658,E-98498,"Bến xe Trung tâm Đà Nẵng","Phan Thiết ➔ Đà Nẵng",ON_TRIP,86B-106.07,5000000,2000,0,0,0,0,0,5000000
959,TX-5646-959,"Huỳnh Quang Sơn",0988905299,E-71863,"Bến xe Miền Đông mới","Phan Thiết ➔ TP. Hồ Chí Minh",AVAILABLE,86B-109.59,5000000,2000,0,0,0,0,0,5000000
264,TX-4045-264,"Huỳnh Quang Sơn",0984464867,E-90143,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Vũng Tàu",AVAILABLE,51B-102.64,5000000,2000,1,0,1,0,0,5000000
865,TX-6229-865,"Huỳnh Quang Tuấn",0947068768,E-82584,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-108.65,5000000,2000,1,0,1,0,0,5000000
854,TX-5095-854,"Huỳnh Quang Tuấn",0986358929,E-15053,"Bến xe Vũng Tàu","Vũng Tàu ➔ Đà Lạt",AVAILABLE,72B-108.54,5000000,2000,1,1,0,300,600000,5600000
166,TX-3354-166,"Huỳnh Quang Tuấn",0988807132,E-79314,"Bến xe Phan Thiết","Nha Trang ➔ Phan Thiết",AVAILABLE,72B-101.66,5000000,2000,0,0,0,0,0,5000000
445,TX-4050-445,"Huỳnh Quang Tuấn",0993844804,E-66332,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Đà Nẵng",ON_TRIP,43B-104.45,5000000,2000,1,0,1,0,0,5000000
947,TX-4448-947,"Huỳnh Quang Thắng",0939226395,E-95055,"Bến xe Mỹ Đình","Nha Trang ➔ Hà Nội",ON_TRIP,79B-109.47,5000000,2000,1,0,1,0,0,5000000
178,TX-4649-178,"Huỳnh Thành Dũng",0925037953,E-67432,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Vũng Tàu",RESTING,49B-101.78,5000000,2000,1,0,1,0,0,5000000
180,TX-4867-180,"Huỳnh Thành Hải",0986591898,E-78166,"Bến xe Miền Đông mới","Nha Trang ➔ TP. Hồ Chí Minh",AVAILABLE,65B-101.80,5000000,2000,0,0,0,0,0,5000000
306,TX-8678-306,"Huỳnh Thành Nam",0995758640,E-59297,"Bến xe Vũng Tàu","Vũng Tàu ➔ TP. Hồ Chí Minh",AVAILABLE,49B-103.06,5000000,2000,0,0,0,0,0,5000000
927,TX-2433-927,"Huỳnh Thành Nam",0984738536,E-16636,"Phan Thiết","Phan Thiết ➔ Hà Nội",ON_TRIP,86B-109.27,5000000,2000,3,0,3,0,0,5000000
243,TX-1753-243,"Huỳnh Thành Phong",0920865973,E-95583,"Bến xe Trung tâm Cần Thơ","Đà Nẵng ➔ Cần Thơ",AVAILABLE,79B-102.43,5000000,2000,1,0,1,0,0,5000000
873,TX-7038-873,"Huỳnh Thành Sơn",0916929533,E-62545,"Bến xe Phan Thiết","Hà Nội ➔ Phan Thiết",ON_TRIP,29B-108.73,5000000,2000,2,0,2,0,0,5000000
359,TX-4478-359,"Huỳnh Thành Sơn",0943879052,E-61198,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Hà Nội",ON_TRIP,86B-103.59,5000000,2000,1,0,1,0,0,5000000
386,TX-7419-386,"Huỳnh Thành Tuấn",0989434523,E-85370,"Bến xe Phan Thiết","Đà Lạt ➔ Phan Thiết",RESTING,49B-103.86,5000000,2000,1,0,1,0,0,5000000
668,TX-6723-668,"Huỳnh Văn Dũng",0967474244,E-51970,"Cần Thơ","Cần Thơ ➔ Hà Nội",ON_TRIP,65B-106.68,5000000,2000,1,0,1,0,0,5000000
235,TX-0823-235,"Huỳnh Văn Hải",0925842650,E-21022,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Phan Thiết",AVAILABLE,79B-102.35,5000000,2000,1,0,1,0,0,5000000
918,TX-1529-918,"Huỳnh Văn Hải",0974632070,E-37435,"Vũng Tàu","Vũng Tàu ➔ Nha Trang",ON_TRIP,72B-109.18,5000000,2000,9,0,9,0,0,5000000
31,TX-9042-31,"Huỳnh Văn Hải",0937050649,E-82754,"Bến xe Mỹ Đình","ALL",ON_TRIP,86B-100.31,5000000,2000,1,0,1,0,0,5000000
742,TX-3946-742,"Huỳnh Văn Hải",0994075845,E-76747,"Bến xe Mỹ Đình","Vũng Tàu ➔ Hà Nội",ON_TRIP,72B-107.42,5000000,2000,2,0,2,0,0,5000000
219,TX-9106-219,"Huỳnh Văn Hải",0953544272,E-97697,"Vũng Tàu","Vũng Tàu ➔ TP. Hồ Chí Minh",AVAILABLE,79B-102.19,5000000,2000,0,0,0,0,0,5000000
723,TX-2039-723,"Huỳnh Văn Phong",0940347552,E-77455,"Bến xe Phan Thiết","Nha Trang ➔ Phan Thiết",AVAILABLE,79B-107.23,5000000,2000,2,0,2,0,0,5000000
610,TX-1206-610,"Huỳnh Văn Phong",0912737587,E-17748,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Phan Thiết",AVAILABLE,49B-106.10,5000000,2000,1,0,1,0,0,5000000
919,TX-1630-919,"Huỳnh Văn Phong",0918786742,E-28434,"Phan Thiết","Phan Thiết ➔ Đà Lạt",AVAILABLE,86B-109.19,5000000,2000,19,0,19,0,0,5000000
271,TX-4800-271,"Huỳnh Văn Quang",0992657384,E-63652,"Đà Lạt","Đà Lạt ➔ Vũng Tàu",AVAILABLE,86B-102.71,5000000,2000,3,0,3,0,0,5000000
59,TX-1802-59,"Huỳnh Văn Sơn",0991747091,E-10713,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Đà Nẵng",ON_TRIP,79B-100.59,5000000,2000,0,0,0,0,0,5000000
475,TX-7423-475,"Huỳnh Văn Tuấn",0918588983,E-96954,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Phan Thiết",RESTING,79B-104.75,5000000,2000,2,0,2,0,0,5000000
428,TX-2065-428,"Huỳnh Văn Tuấn",0936252336,E-44210,"Cần Thơ","Cần Thơ ➔ Nha Trang",AVAILABLE,65B-104.28,5000000,2000,8,0,8,0,0,5000000
517,TX-1899-517,"Huỳnh Văn Thắng",0920320631,E-33863,"Bến xe Phan Thiết","Phan Thiết ➔ Cần Thơ",ON_TRIP,43B-105.17,5000000,2000,1,0,1,0,0,5000000
578,TX-7990-578,"Huỳnh Văn Thắng",0924951390,E-38918,"Vũng Tàu","Đà Lạt ➔ Vũng Tàu",RESTING,49B-105.78,5000000,2000,5,0,5,0,0,5000000
96,TX-5642-96,"Lê Anh Dũng",0975235283,E-16558,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Phan Thiết",AVAILABLE,51B-100.96,5000000,2000,1,0,1,0,0,5000000
366,TX-5209-366,"Lê Anh Hải",0937008906,E-87715,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Đà Lạt",AVAILABLE,72B-103.66,5000000,2000,0,0,0,0,0,5000000
523,TX-2526-523,"Lê Anh Hải",0916419727,E-39796,"Nha Trang","Nha Trang ➔ Hà Nội",ON_TRIP,79B-105.23,5000000,2000,3,0,3,0,0,5000000
969,TX-6589-969,"Lê Anh Long",0923322671,E-95861,"Hà Nội","Hà Nội ➔ Cần Thơ",ON_TRIP,29B-109.69,5000000,2000,1,0,1,0,0,5000000
679,TX-7844-679,"Lê Anh Long",0927602012,E-26678,"Bến xe Phan Thiết","Phan Thiết ➔ Đà Lạt",ON_TRIP,86B-106.79,5000000,2000,2,0,2,0,0,5000000
86,TX-4559-86,"Lê Anh Long",0919384338,E-23053,"Đà Nẵng","Đà Lạt ➔ Đà Nẵng",ON_TRIP,72B-100.86,5000000,2000,0,0,0,0,0,5000000
151,TX-1504-151,"Lê Anh Nam",0970759906,E-30603,"Bến xe Trung tâm Đà Nẵng","Phan Thiết ➔ Đà Nẵng",AVAILABLE,86B-101.51,5000000,2000,1,0,1,0,0,5000000
25,TX-8448-25,"Lê Anh Nam",0951280725,E-44964,"Hà Nội","Hà Nội ➔ Vũng Tàu",ON_TRIP,29B-100.25,5000000,2000,1,0,1,0,0,5000000
769,TX-6658-769,"Lê Anh Phong",0934332978,E-64851,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-107.69,5000000,2000,1,0,1,0,0,5000000
487,TX-8805-487,"Lê Anh Quang",0979198792,E-48232,"Phan Thiết","Phan Thiết ➔ Hà Nội",ON_TRIP,86B-104.87,5000000,2000,4,0,4,0,0,5000000
603,TX-0540-603,"Lê Anh Sơn",0924145329,E-65044,"Nha Trang","Nha Trang ➔ Cần Thơ",ON_TRIP,79B-106.03,5000000,2000,1,0,1,0,0,5000000
888,TX-8536-888,"Lê Anh Sơn",0912445403,E-18690,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Hà Nội",ON_TRIP,51B-108.88,5000000,2000,2,0,2,0,0,5000000
613,TX-1489-613,"Lê Anh Thắng",0948679151,E-53468,"Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,43B-106.13,5000000,2000,2,0,2,0,0,5000000
230,TX-0269-230,"Lê Anh Trung",0999861843,E-22182,"Bến xe Phan Thiết","Phan Thiết ➔ Vũng Tàu",ON_TRIP,72B-102.30,5000000,2000,0,0,0,0,0,5000000
155,TX-2000-155,"Lê Anh Trung",0910901953,E-98645,"Bến xe Phan Thiết","Phan Thiết ➔ Đà Lạt",ON_TRIP,79B-101.55,5000000,2000,0,0,0,0,0,5000000
385,TX-7314-385,"Lê Anh Trung",0923201747,E-11792,"Bến xe Miền Đông mới","Hà Nội ➔ TP. Hồ Chí Minh",AVAILABLE,29B-103.85,5000000,2000,2,0,2,0,0,5000000
440,TX-3399-440,"Lê Đức Long",0953562293,E-12107,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Cần Thơ",ON_TRIP,51B-104.40,5000000,2000,15,0,15,0,0,5000000
433,TX-2633-433,"Lê Đức Long",0925245271,E-94560,"Bến xe Miền Đông mới","Phan Thiết ➔ TP. Hồ Chí Minh",RESTING,29B-104.33,5000000,2000,1,0,1,0,0,5000000
781,TX-7844-781,"Lê Đức Nam",0987804461,E-22064,"Đà Nẵng","Đà Nẵng ➔ Đà Lạt",ON_TRIP,43B-107.81,5000000,2000,5,0,5,0,0,5000000
489,TX-9018-489,"Lê Đức Nam",0994834679,E-15988,"Hà Nội","Hà Nội ➔ Phan Thiết",ON_TRIP,29B-104.89,5000000,2000,1,0,1,0,0,5000000
482,TX-8279-482,"Lê Đức Phong",0912160271,E-72256,"Bến xe Vũng Tàu","Đà Lạt ➔ Vũng Tàu",AVAILABLE,49B-104.82,5000000,2000,1,0,1,0,0,5000000
737,TX-3459-737,"Lê Đức Phong",0953967152,E-78152,"Bến xe Trung tâm Đà Nẵng","Hà Nội ➔ Đà Nẵng",ON_TRIP,29B-107.37,5000000,2000,1,0,1,0,0,5000000
65,TX-2407-65,"Lê Đức Tuấn",0920460714,E-35076,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Đà Lạt",ON_TRIP,29B-100.65,5000000,2000,0,0,0,0,0,5000000
347,TX-3202-347,"Lê Đức Trung",0913489066,E-46615,"Bến xe Phan Thiết","Cần Thơ ➔ Phan Thiết",ON_TRIP,79B-103.47,5000000,2000,1,0,1,0,0,5000000
751,TX-4865-751,"Lê Hải Dũng",0931138721,E-52402,"Bến xe Phan Thiết","Phan Thiết ➔ TP. Hồ Chí Minh",AVAILABLE,86B-107.51,5000000,2000,0,0,0,0,0,5000000
468,TX-6651-468,"Lê Hải Hải",0994148527,E-36076,"Bến xe Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,65B-104.68,5000000,2000,1,0,1,0,0,5000000
564,TX-6609-564,"Lê Hải Long",0952272242,E-62745,"Bến xe phía Nam Nha Trang","Cần Thơ ➔ Nha Trang",ON_TRIP,65B-105.64,5000000,2000,1,0,1,0,0,5000000
849,TX-4572-849,"Lê Hải Nam",0937113125,E-50815,"Hà Nội","Hà Nội ➔ Vũng Tàu",ON_TRIP,29B-108.49,5000000,2000,1,0,1,0,0,5000000
420,TX-1156-420,"Lê Hải Quang",0995420861,E-71575,"Bến xe Vũng Tàu","Vũng Tàu ➔ Nha Trang",ON_TRIP,65B-104.20,5000000,2000,1,0,1,0,0,5000000
739,TX-3657-739,"Lê Hải Quang",0933793999,E-64978,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Phan Thiết",RESTING,79B-107.39,5000000,2000,1,0,1,0,0,5000000
301,TX-8125-301,"Lê Hải Sơn",0973842292,E-25146,"Cần Thơ","Cần Thơ ➔ Phan Thiết",ON_TRIP,43B-103.01,5000000,2000,6,0,6,0,0,5000000
692,TX-9090-692,"Lê Hải Sơn",0958224495,E-53581,"Bến xe Miền Đông mới","Cần Thơ ➔ TP. Hồ Chí Minh",AVAILABLE,65B-106.92,5000000,2000,0,0,0,0,0,5000000
587,TX-8958-587,"Lê Hải Thắng",0915283881,E-72088,"Nha Trang","Nha Trang ➔ Đà Nẵng",ON_TRIP,79B-105.87,5000000,2000,3,0,3,0,0,5000000
365,TX-5109-365,"Lê Hải Thắng",0952492306,E-11194,"Nha Trang","Nha Trang ➔ Vũng Tàu",AVAILABLE,43B-103.65,5000000,2000,10,0,10,0,0,5000000
728,TX-2539-728,"Lê Hải Thắng",0990122685,E-89187,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Đà Lạt",AVAILABLE,51B-107.28,5000000,2000,6,0,6,0,0,5000000
911,TX-0831-911,"Lê Hải Thắng",0955457315,E-77262,"Bến xe Phan Thiết","Phan Thiết ➔ Nha Trang",AVAILABLE,86B-109.11,5000000,2000,0,0,0,0,0,5000000
709,TX-0704-709,"Lê Hải Trung",0910520048,E-91091,"Đà Nẵng","Đà Nẵng ➔ Hà Nội",ON_TRIP,43B-107.09,5000000,2000,7,0,7,0,0,5000000
208,TX-7913-208,"Lê Hải Trung",0956344318,E-62648,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Vũng Tàu",RESTING,51B-102.08,5000000,2000,1,0,1,0,0,5000000
720,TX-1743-720,"Lê Hữu Dũng",0912278250,E-28344,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Phan Thiết",AVAILABLE,51B-107.20,5000000,2000,1,0,1,0,0,5000000
592,TX-9492-592,"Lê Hữu Dũng",0970534259,E-81909,"Bến xe Vũng Tàu","TP. Hồ Chí Minh ➔ Vũng Tàu",RESTING,51B-105.92,5000000,2000,1,0,1,0,0,5000000
550,TX-5263-550,"Lê Hữu Dũng",0921565013,E-15212,"Bến xe Liên tỉnh Đà Lạt","Vũng Tàu ➔ Đà Lạt",RESTING,72B-105.50,5000000,2000,1,0,1,0,0,5000000
429,TX-2167-429,"Lê Hữu Hải",0983333083,E-63136,"Đà Nẵng","Đà Nẵng ➔ Cần Thơ",ON_TRIP,43B-104.29,5000000,2000,1,0,1,0,0,5000000
34,TX-9331-34,"Lê Hữu Long",0953265526,E-27317,"Bến xe Miền Đông mới","ALL",ON_TRIP,49B-100.34,5000000,2000,2,0,2,0,0,5000000
568,TX-7001-568,"Lê Hữu Quang",0996702780,E-65833,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Đà Lạt",AVAILABLE,51B-105.68,5000000,2000,9,0,9,0,0,5000000
404,TX-9387-404,"Lê Hữu Quang",0948186438,E-71367,"Bến xe Vũng Tàu","Vũng Tàu ➔ Phan Thiết",AVAILABLE,65B-104.04,5000000,2000,1,0,1,0,0,5000000
803,TX-9937-803,"Lê Hữu Quang",0969519963,E-81092,"Bến xe Trung tâm Cần Thơ","Nha Trang ➔ Cần Thơ",RESTING,79B-108.03,5000000,2000,1,0,1,0,0,5000000
656,TX-5571-656,"Lê Hữu Sơn",0997938684,E-70071,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Nha Trang",AVAILABLE,51B-106.56,5000000,2000,8,0,8,0,0,5000000
926,TX-2334-926,"Lê Hữu Sơn",0941890400,E-98695,"Bến xe Liên tỉnh Đà Lạt","Vũng Tàu ➔ Đà Lạt",AVAILABLE,72B-109.26,5000000,2000,5,0,5,0,0,5000000
326,TX-0929-326,"Lê Hữu Tuấn",0914313651,E-37724,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Hà Nội",ON_TRIP,72B-103.26,5000000,2000,2,0,2,0,0,5000000
744,TX-4146-744,"Lê Hữu Trung",0990598151,E-44010,"Bến xe phía Nam Nha Trang","TP. Hồ Chí Minh ➔ Nha Trang",RESTING,51B-107.44,5000000,2000,1,0,1,0,0,5000000
701,TX-9933-701,"Lê Minh Dũng",0964736329,E-34967,"Đà Nẵng","Đà Nẵng ➔ Đà Lạt",ON_TRIP,43B-107.01,5000000,2000,5,0,5,0,0,5000000
734,TX-3150-734,"Lê Minh Dũng",0937761801,E-19658,"Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,72B-107.34,5000000,2000,4,0,4,0,0,5000000
33,TX-9235-33,"Lê Minh Dũng",0923134842,E-38307,"Hà Nội","Hà Nội ➔ TP. Hồ Chí Minh",ON_TRIP,29B-100.33,5000000,2000,1,0,1,0,0,5000000
632,TX-3285-632,"Lê Minh Hải",0936210323,E-52148,"Bến xe Phan Thiết","TP. Hồ Chí Minh ➔ Phan Thiết",AVAILABLE,51B-106.32,5000000,2000,1,0,1,0,0,5000000
455,TX-5140-455,"Lê Minh Phong",0982287305,E-49261,"Bến xe Liên tỉnh Đà Lạt","Phan Thiết ➔ Đà Lạt",RESTING,86B-104.55,5000000,2000,1,0,1,0,0,5000000
645,TX-4513-645,"Lê Minh Quang",0974156817,E-68174,"Bến xe phía Nam Nha Trang","Đà Nẵng ➔ Nha Trang",ON_TRIP,43B-106.45,5000000,2000,1,0,1,0,0,5000000
987,TX-8286-987,"Lê Minh Quang",0930601728,E-43080,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Đà Lạt",RESTING,79B-109.87,5000000,2000,9,0,9,0,0,5000000
13,TX-7267-13,"Lê Minh Tuấn",0992357742,E-14779,"Bến xe Vũng Tàu","Vũng Tàu ➔ TP. Hồ Chí Minh",ON_TRIP,43B-100.13,5000000,2000,0,0,0,0,0,5000000
79,TX-3839-79,"Lê Minh Thắng",0980618723,E-31235,"Đà Lạt","Đà Lạt ➔ Hà Nội",ON_TRIP,86B-100.79,5000000,2000,1,0,1,0,0,5000000
296,TX-7577-296,"Lê Quang Dũng",0916894455,E-59615,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Phan Thiết",AVAILABLE,51B-102.96,5000000,2000,2,0,2,0,0,5000000
198,TX-6840-198,"Lê Quang Hải",0966565450,E-20287,"Cần Thơ","Cần Thơ ➔ Vũng Tàu",AVAILABLE,72B-101.98,5000000,2000,6,0,6,0,0,5000000
147,TX-1074-147,"Lê Quang Hải",0980250769,E-98354,"Bến xe Trung tâm Đà Nẵng","Vũng Tàu ➔ Đà Nẵng",AVAILABLE,79B-101.47,5000000,2000,0,0,0,0,0,5000000
240,TX-1393-240,"Lê Quang Long",0933284309,E-13582,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Nha Trang",RESTING,51B-102.40,5000000,2000,1,0,1,0,0,5000000
173,TX-4104-173,"Lê Quang Long",0920867202,E-95964,"Đà Nẵng","ALL",ON_TRIP,43B-101.73,5000000,2000,1,0,1,0,0,5000000
573,TX-7501-573,"Lê Quang Phong",0910155827,E-79661,"Đà Nẵng","Đà Nẵng ➔ Cần Thơ",ON_TRIP,43B-105.73,5000000,2000,5,0,5,0,0,5000000
981,TX-7721-981,"Lê Quang Sơn",0996049401,E-54519,"Đà Nẵng","Đà Nẵng ➔ Nha Trang",ON_TRIP,43B-109.81,5000000,2000,5,0,5,0,0,5000000
666,TX-6528-666,"Lê Quang Sơn",0931340623,E-46251,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Đà Nẵng",RESTING,49B-106.66,5000000,2000,1,0,1,0,0,5000000
194,TX-6404-194,"Lê Quang Tuấn",0971330633,E-75381,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Phan Thiết",ON_TRIP,49B-101.94,5000000,2000,0,0,0,0,0,5000000
902,TX-9932-902,"Lê Quang Trung",0974360098,E-43333,"Bến xe Vũng Tàu","Vũng Tàu ➔ Phan Thiết",AVAILABLE,72B-109.02,5000000,2000,2,1,1,180,360000,5360000
694,TX-9276-694,"Lê Quang Trung",0963036926,E-66373,"Vũng Tàu","Vũng Tàu ➔ Cần Thơ",AVAILABLE,72B-106.94,5000000,2000,2,0,2,0,0,5000000
700,TX-9840-700,"Lê Thành Dũng",0969478427,E-56506,"Cần Thơ","Cần Thơ ➔ Hà Nội",ON_TRIP,65B-107.00,5000000,2000,2,0,2,0,0,5000000
711,TX-0892-711,"Lê Thành Dũng",0988875732,E-48353,"Phan Thiết","Phan Thiết ➔ Hà Nội",ON_TRIP,86B-107.11,5000000,2000,1,0,1,0,0,5000000
69,TX-2809-69,"Lê Thành Long",0928596438,E-59039,"Bến xe Trung tâm Cần Thơ","Đà Lạt ➔ Cần Thơ",AVAILABLE,43B-100.69,5000000,2000,0,0,0,0,0,5000000
816,TX-1214-816,"Lê Thành Long",0925852174,E-44080,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Hà Nội",ON_TRIP,51B-108.16,5000000,2000,2,0,2,0,0,5000000
470,TX-6879-470,"Lê Thành Nam",0935177939,E-30670,"Bến xe Vũng Tàu","Vũng Tàu ➔ Phan Thiết",AVAILABLE,72B-104.70,5000000,2000,1,0,1,0,0,5000000
376,TX-6336-376,"Lê Thành Nam",0978615557,E-35524,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Phan Thiết",AVAILABLE,51B-103.76,5000000,2000,6,0,6,0,0,5000000
704,TX-0220-704,"Lê Thành Phong",0963316561,E-41294,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Phan Thiết",AVAILABLE,51B-107.04,5000000,2000,2,0,2,0,0,5000000
316,TX-9796-316,"Lê Thành Quang",0989148182,E-35376,"Bến xe Trung tâm Đà Nẵng","TP. Hồ Chí Minh ➔ Đà Nẵng",AVAILABLE,65B-103.16,5000000,2000,1,0,1,0,0,5000000
223,TX-9543-223,"Lê Thành Quang",0989789057,E-28796,"Phan Thiết","Phan Thiết ➔ Cần Thơ",ON_TRIP,86B-102.23,5000000,2000,0,0,0,0,0,5000000
488,TX-8914-488,"Lê Thành Quang",0973660389,E-84399,"Bến xe Trung tâm Đà Nẵng","TP. Hồ Chí Minh ➔ Đà Nẵng",AVAILABLE,51B-104.88,5000000,2000,1,0,1,0,0,5000000
256,TX-3124-256,"Lê Thành Tuấn",0997609497,E-34469,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Nha Trang",ON_TRIP,51B-102.56,5000000,2000,1,0,1,0,0,5000000
163,TX-3014-163,"Lê Thành Tuấn",0926232792,E-10714,"Bến xe phía Nam Nha Trang","TP. Hồ Chí Minh ➔ Nha Trang",AVAILABLE,79B-101.63,5000000,2000,0,0,0,0,0,5000000
128,TX-9004-128,"Lê Thành Thắng",0981557804,E-21077,"Bến xe Phan Thiết","Phan Thiết ➔ Vũng Tàu",ON_TRIP,51B-101.28,5000000,2000,0,0,0,0,0,5000000
512,TX-1376-512,"Lê Thành Thắng",0985071917,E-15295,"Bến xe Phan Thiết","TP. Hồ Chí Minh ➔ Phan Thiết",RESTING,51B-105.12,5000000,2000,1,0,1,0,0,5000000
300,TX-8020-300,"Lê Thành Thắng",0946339291,E-44196,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Cần Thơ",ON_TRIP,65B-103.00,5000000,2000,1,0,1,0,0,5000000
909,TX-0634-909,"Lê Thành Trung",0928946322,E-43912,"Bến xe Trung tâm Cần Thơ","Đà Nẵng ➔ Cần Thơ",RESTING,43B-109.09,5000000,2000,2,0,2,0,0,5000000
938,TX-3540-938,"Lê Văn Dũng",0929853842,E-31456,"Đà Lạt","Đà Lạt ➔ Cần Thơ",AVAILABLE,49B-109.38,5000000,2000,9,0,9,0,0,5000000
465,TX-6252-465,"Lê Văn Dũng",0946308612,E-80945,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Vũng Tàu",AVAILABLE,29B-104.65,5000000,2000,1,0,1,0,0,5000000
177,TX-4538-177,"Lê Văn Dũng",0940463481,E-14033,"Hà Nội","Hà Nội ➔ Đà Nẵng",ON_TRIP,29B-101.77,5000000,2000,0,0,0,0,0,5000000
840,TX-3642-840,"Lê Văn Dũng",0963101311,E-12307,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Đà Nẵng",ON_TRIP,51B-108.40,5000000,2000,5,0,5,0,0,5000000
996,TX-9131-996,"Lê Văn Dũng",0943306879,E-51182,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ TP. Hồ Chí Minh",AVAILABLE,65B-109.96,5000000,2000,0,0,0,0,0,5000000
726,TX-2346-726,"Lê Văn Long",0989538000,E-26392,"Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,72B-107.26,5000000,2000,4,0,4,0,0,5000000
